"beginTime";"peakTime";"endTime";"classType";"classTypeNumber";"sourceLocation";"lat";"lon";"farestStartDate";"farestEndDate"
"2012-03-13T16:21Z";"2012-03-13T17:41Z";"2012-03-13T18:25Z";"M7.9";37,9;"N18W59";"+18";"-59";NA;NA
"2012-05-10T04:11Z";"2012-05-10T04:18Z";"2012-05-10T04:23Z";"M5.7";35,7;"N15E20";"+15";"+20";NA;NA
"2012-05-17T00:30Z";"2012-05-17T01:47Z";"2012-05-17T02:14Z";"M5.1";35,1;"N06W90";"+06";"-90";NA;NA
"2012-06-13T11:29Z";"2012-06-13T13:17Z";"2012-06-13T14:31Z";"M1.2";31,2;"S18E21";"-18";"+21";NA;NA
"2012-06-14T12:52Z";"2012-06-14T14:35Z";"2012-06-14T15:56Z";"M1.9";31,9;"S17W00";"-17";"-00";NA;NA
"2012-07-02T10:43Z";"2012-07-02T10:52Z";"2012-07-02T10:57Z";"M5.6";35,6;"S16E16";"-16";"+16";NA;NA
"2012-07-04T09:47Z";"2012-07-04T09:55Z";"2012-07-04T09:57Z";"M5.3";35,3;"S16W18";"-16";"-18";NA;NA
"2012-07-05T11:39Z";"2012-07-05T11:44Z";"2012-07-05T11:49Z";"M6.1";36,1;"S18W32";"-18";"-32";NA;NA
"2012-07-06T23:01Z";"2012-07-06T23:08Z";"2012-07-06T23:14Z";"X1.1";41,1;"S17W50";"-17";"-50";NA;NA
"2012-07-08T16:23Z";"2012-07-08T16:32Z";"2012-07-08T16:42Z";"M6.9";36,9;"S17W74";"-17";"-74";NA;NA
"2012-07-12T15:37Z";"2012-07-12T16:49Z";"2012-07-12T17:30Z";"X1.4";41,4;"S14W02";"-14";"-02";NA;NA
"2012-07-17T12:03Z";"2012-07-17T17:15Z";"2012-07-17T19:04Z";"M1.8";31,8;"S15W88";"-15";"-88";NA;NA
"2012-07-19T04:17Z";"2012-07-19T05:58Z";"2012-07-19T06:56Z";"M7.7";37,7;"S17W91";"-17";"-91";NA;NA
"2012-07-28T20:44Z";"2012-07-28T20:56Z";"2012-07-28T21:04Z";"M6.2";36,2;"S20E49";"-20";"+49";NA;NA
"2012-08-18T00:24Z";"2012-08-18T01:02Z";"2012-08-18T01:07Z";"M5.5";35,5;"N20W87";"+20";"-87";NA;NA
"2012-08-31T19:45Z";"2012-08-31T20:43Z";"2012-08-31T21:51Z";"C8.4";28,4;"N03E08";"+03";"+08";NA;NA
"2012-09-27T23:36Z";"2012-09-27T23:57Z";"2012-09-28T00:34Z";"C3.7";23,7;"N09W26";"+09";"-26";NA;NA
"2012-10-20T18:05Z";"2012-10-20T18:14Z";"2012-10-20T18:19Z";"M9.1";39,1;"S12E88";"-12";"+88";NA;NA
"2012-10-22T18:38Z";"2012-10-22T18:51Z";"2012-10-22T19:01Z";"M5.0";35;"S12E60";"-12";"+60";NA;NA
"2012-10-23T03:13Z";"2012-10-23T03:17Z";"2012-10-23T03:21Z";"X1.8";41,8;"S12E58";"-12";"+58";NA;NA
"2012-11-08T02:09Z";"2012-11-08T02:23Z";"2012-11-08T04:40Z";"M1.7";31,7;"S10E70";"-10";"+70";NA;NA
"2012-11-13T01:58Z";"2012-11-13T02:04Z";NA;"M6.0";36;"S25E46";"-25";"+46";NA;NA
"2012-11-20T12:36Z";"2012-11-20T12:41Z";"2012-11-20T12:46Z";"M1.7";31,7;"N06E20";"+06";"+20";NA;NA
"2012-11-21T15:10Z";"2012-11-21T15:30Z";"2012-11-21T15:38Z";"M3.5";33,5;"N08W00";"+08";"-00";NA;NA
"2013-03-15T05:51Z";"2013-03-15T06:58Z";"2013-03-15T14:30Z";"M1.2";31,2;"N20E08";"+20";"+08";NA;NA
"2013-04-11T06:55Z";"2013-04-11T07:16Z";"2013-04-11T07:29Z";"M6.5";36,5;"N07E13";"+07";"+13";NA;NA
"2013-05-03T17:24Z";"2013-05-03T17:32Z";"2013-05-03T17:41Z";"M5.7";35,7;"N15E85";"+15";"+85";NA;NA
"2013-05-13T01:53Z";"2013-05-13T02:17Z";"2013-05-13T02:32Z";"X1.6";41,6;"N10E89";"+10";"+89";NA;NA
"2013-05-13T15:40Z";"2013-05-13T16:05Z";"2013-05-13T16:16Z";"X2.8";42,8;"N10E89";"+10";"+89";NA;NA
"2013-05-14T01:00Z";"2013-05-14T01:11Z";"2013-05-14T01:20Z";"X3.2";43,2;"N10E89";"+10";"+89";NA;NA
"2013-05-15T01:25Z";"2013-05-15T01:48Z";"2013-05-15T01:58Z";"X1.2";41,2;"N11E63";"+11";"+63";NA;NA
"2013-05-22T12:30Z";"2013-05-22T13:38Z";"2013-05-22T17:10Z";"M5.0";35;"N13W75";"+13";"-75";NA;NA
"2013-06-07T22:32Z";"2013-06-07T22:49Z";"2013-06-07T23:04Z";"M5.9";35,9;"S28W85";"-28";"-85";NA;NA
"2013-06-21T02:30Z";"2013-06-21T03:14Z";"2013-06-21T03:43Z";"M2.9";32,9;"S14E37";"-14";"+37";NA;NA
"2013-10-22T00:14Z";"2013-10-22T00:22Z";"2013-10-22T00:28Z";"M1.0";31;"N06E16";"+06";"+16";NA;NA
"2013-10-22T14:49Z";"2013-10-22T15:20Z";"2013-10-22T15:28Z";"M1.0";31;"N05E08";"+05";"+08";NA;NA
"2013-10-22T21:15Z";"2013-10-22T21:20Z";"2013-10-22T21:32Z";"M4.3";34,3;"N05E03";"+05";"+03";NA;NA
"2013-10-24T00:22Z";"2013-10-24T00:30Z";"2013-10-24T00:35Z";"M9.3";39,3;"S13E09";"-13";"+09";NA;NA
"2013-10-25T07:53Z";"2013-10-25T08:01Z";"2013-10-25T08:09Z";"X1.7";41,7;"S08E73";"-08";"+73";NA;NA
"2013-10-25T14:52Z";"2013-10-25T15:03Z";"2013-10-25T15:12Z";"X2.1";42,1;"S08E65";"-08";"+65";NA;NA
"2013-10-26T19:24Z";"2013-10-26T19:27Z";"2013-10-26T19:30Z";"M3.1";33,1;"S09E77";"-09";"+77";NA;NA
"2013-10-26T19:49Z";"2013-10-26T19:53Z";"2013-10-26T19:58Z";"M1.0";31;"S08E46";"-08";"+46";NA;NA
"2013-10-28T04:32Z";"2013-10-28T04:41Z";"2013-10-28T04:46Z";"M5.1";35,1;"N07W65";"+07";"-65";NA;NA
"2013-10-29T21:48Z";"2013-10-29T21:54Z";"2013-10-29T22:01Z";"X2.3";42,3;"N07W89";"+07";"-89";NA;NA
"2013-11-01T19:46Z";"2013-11-01T19:53Z";"2013-11-01T19:58Z";"M6.3";36,3;"S12E01";"-12";"+01";NA;NA
"2013-11-05T22:08Z";"2013-11-05T22:12Z";"2013-11-05T22:15Z";"X3.3";43,3;"S09E37";"-09";"+37";NA;NA
"2013-11-08T04:20Z";"2013-11-08T04:26Z";"2013-11-08T04:29Z";"X1.1";41,1;"S10E11";"-10";"+11";NA;NA
"2013-11-10T05:08Z";"2013-11-10T05:14Z";"2013-11-10T05:18Z";"X1.1";41,1;"S11W16";"-11";"-16";NA;NA
"2013-11-19T10:14Z";"2013-11-19T10:26Z";"2013-11-19T10:34Z";"X1.0";41;"S13W69";"-13";"-69";NA;NA
"2013-12-29T07:49Z";"2013-12-29T07:56Z";"2013-12-29T08:00Z";"M3.1";33,1;"S16W01";"-16";"-01";NA;NA
"2013-12-31T21:43Z";"2013-12-31T21:58Z";"2013-12-31T22:20Z";"M6.4";36,4;"S16W34";"-16";"-34";NA;NA
"2014-01-01T18:40Z";"2014-01-01T18:52Z";"2014-01-01T19:03Z";"M9.9";39,9;"S16W36";"-16";"-36";NA;NA
"2014-01-02T02:24Z";"2014-01-02T02:33Z";"2014-01-02T02:56Z";"M1.7";31,7;"S05E89";"-05";"+89";NA;NA
"2014-01-02T22:12Z";"2014-01-02T22:18Z";"2014-01-02T22:22Z";"M1.2";31,2;"S05E65";"-05";"+65";NA;NA
"2014-01-03T12:41Z";"2014-01-03T12:50Z";"2014-01-03T12:54Z";"M1.0";31;"S04E52";"-04";"+52";NA;NA
"2014-01-03T21:00Z";"2014-01-03T21:14Z";"2014-01-03T21:40Z";"M1.1";31,1;"S04E52";"-04";"+52";NA;NA
"2014-01-04T10:16Z";"2014-01-04T10:25Z";"2014-01-04T10:41Z";"M1.3";31,3;"S09E41";"-09";"+41";NA;NA
"2014-01-04T18:47Z";"2014-01-04T19:46Z";"2014-01-04T20:23Z";"M4.0";34;"S11E33";"-11";"+33";NA;NA
"2014-01-04T22:12Z";"2014-01-04T22:52Z";"2014-01-04T23:22Z";"M1.9";31,9;"S14W89";"-14";"-89";NA;NA
"2014-01-07T03:49Z";"2014-01-07T03:53Z";"2014-01-07T03:56Z";"M1.0";31;"N07E08";"+07";"+08";NA;NA
"2014-01-07T10:07Z";"2014-01-07T10:13Z";"2014-01-07T10:37Z";"M7.2";37,2;"S13E13";"-13";"+13";NA;NA
"2014-01-07T18:02Z";"2014-01-07T18:32Z";"2014-01-07T18:58Z";"X1.2";41,2;"S15W10";"-15";"-10";NA;NA
"2014-01-08T03:39Z";"2014-01-08T03:47Z";"2014-01-08T03:54Z";"M3.6";33,6;"N11W88";"+11";"-88";NA;NA
"2014-01-13T21:48Z";"2014-01-13T21:51Z";"2014-01-13T21:53Z";"M1.3";31,3;"S08W75";"-08";"-75";NA;NA
"2014-01-14T06:33Z";"2014-01-14T06:39Z";"2014-01-14T06:44Z";"M2.1";32,1;"S14E54";"-14";"+54";NA;NA
"2014-01-27T01:05Z";"2014-01-27T01:21Z";"2014-01-27T01:39Z";"M1.0";31;"S16E88";"-16";"+88";NA;NA
"2014-01-27T02:02Z";"2014-01-27T02:10Z";"2014-01-27T02:18Z";"M1.1";31,1;"S13E88";"-13";"+88";NA;NA
"2014-01-28T04:02Z";"2014-01-28T04:09Z";"2014-01-28T04:13Z";"M1.5";31,5;"S14E74";"-14";"+74";NA;NA
"2014-01-28T07:25Z";"2014-01-28T07:31Z";"2014-01-28T07:34Z";"M3.6";33,6;"S14E74";"-14";"+74";NA;NA
"2014-01-28T11:34Z";"2014-01-28T11:38Z";"2014-01-28T11:41Z";"M1.4";31,4;"S14E73";"-14";"+73";NA;NA
"2014-01-28T12:50Z";"2014-01-28T12:46Z";"2014-01-28T12:50Z";"M1.3";31,3;"S14E72";"-14";"+72";NA;NA
"2014-01-28T15:25Z";"2014-01-28T15:26Z";"2014-01-28T15:29Z";"M3.5";33,5;"S14E72";"-14";"+72";NA;NA
"2014-01-28T19:37Z";"2014-01-28T19:40Z";"2014-01-28T19:46Z";"M4.9";34,9;"S14E72";"-14";"+72";NA;NA
"2014-01-28T22:04Z";"2014-01-28T22:16Z";"2014-01-28T22:20Z";"M2.6";32,6;"S14E72";"-14";"+72";NA;NA
"2014-01-30T07:54Z";"2014-01-30T08:11Z";"2014-01-30T08:41Z";"M1.1";31,1;"S14E45";"-14";"+45";NA;NA
"2014-01-30T15:48Z";"2014-01-30T16:11Z";"2014-01-30T16:28Z";"M6.6";36,6;"S12E61";"-12";"+61";NA;NA
"2014-01-31T15:32Z";"2014-01-31T15:42Z";"2014-01-31T15:53Z";"M1.1";31,1;"N07E34";"+07";"+34";NA;NA
"2014-02-01T01:19Z";"2014-02-01T01:25Z";"2014-02-01T01:38Z";"M1.0";31;"S10E26";"-10";"+26";NA;NA
"2014-02-01T07:14Z";"2014-02-01T07:23Z";"2014-02-01T07:45Z";"M3.0";33;"S10E22";"-10";"+22";NA;NA
"2014-02-02T06:24Z";"2014-02-02T06:34Z";"2014-02-02T06:37Z";"M2.6";32,6;"N12E18";"+12";"+18";NA;NA
"2014-02-02T07:17Z";"2014-02-02T08:20Z";"2014-02-02T08:29Z";"M2.2";32,2;"S11E13";"-11";"+13";NA;NA
"2014-02-02T09:24Z";"2014-02-02T09:31Z";"2014-02-02T09:36Z";"M4.4";34,4;"S10E14";"-10";"+14";NA;NA
"2014-02-02T14:01Z";"2014-02-02T14:06Z";"2014-02-02T14:09Z";"M1.3";31,3;"N12E14";"+12";"+14";NA;NA
"2014-02-02T16:24Z";"2014-02-02T16:36Z";"2014-02-02T16:29Z";"M1.0";31;"N09E06";"+09";"+06";NA;NA
"2014-02-02T18:05Z";"2014-02-02T18:18Z";"2014-02-02T18:11Z";"M3.1";33,1;"S10E08";"-10";"+08";NA;NA
"2014-02-02T21:24Z";"2014-02-02T22:14Z";"2014-02-02T22:04Z";"M1.3";31,3;"S10E01";"-10";"+01";NA;NA
"2014-02-04T01:16Z";"2014-02-04T01:23Z";"2014-02-04T01:31Z";"M3.8";33,8;"S09W13";"-09";"-13";NA;NA
"2014-02-04T02:40Z";"2014-02-04T03:06Z";"2014-02-04T03:48Z";"M1.2";31,2;"S15W03";"-15";"-03";NA;NA
"2014-02-04T03:57Z";"2014-02-04T04:00Z";"2014-02-04T04:06Z";"M5.2";35,2;"S14W07";"-14";"-07";NA;NA
"2014-02-04T09:38Z";"2014-02-04T09:49Z";"2014-02-04T09:58Z";"M1.4";31,4;"S14W12";"-14";"-12";NA;NA
"2014-02-04T15:25Z";"2014-02-04T16:02Z";"2014-02-04T16:49Z";"M1.5";31,5;"S14W12";"-14";"-12";NA;NA
"2014-02-05T16:11Z";"2014-02-05T16:20Z";"2014-02-05T16:42Z";"M1.3";31,3;"S10W36";"-10";"-36";NA;NA
"2014-02-06T22:56Z";"2014-02-06T23:03Z";"2014-02-06T23:05Z";"M1.5";31,5;"S14W48";"-14";"-48";NA;NA
"2014-02-07T04:47Z";"2014-02-07T04:53Z";"2014-02-07T04:56Z";"M2.0";32;"S15W50";"-15";"-50";NA;NA
"2014-02-07T10:25Z";"2014-02-07T10:29Z";"2014-02-07T10:31Z";"M1.9";31,9;"N12W53";"+12";"-53";NA;NA
"2014-02-09T15:40Z";"2014-02-09T16:14Z";"2014-02-09T16:52Z";"M1.0";31;"S16E88";"-16";"+88";NA;NA
"2014-02-11T03:22Z";"2014-02-11T03:31Z";"2014-02-11T03:39Z";"M1.7";31,7;"S13E16";"-13";"+16";NA;NA
"2014-02-11T16:34Z";"2014-02-11T16:51Z";"2014-02-11T17:30Z";"M1.8";31,8;"S13E16";"-13";"+16";NA;NA
"2014-02-12T03:52Z";"2014-02-12T04:25Z";"2014-02-12T04:38Z";"M3.7";33,7;"S13E00";"-13";"+00";NA;NA
"2014-02-12T06:54Z";"2014-02-12T06:58Z";"2014-02-12T07:04Z";"M2.3";32,3;"S14W04";"-14";"-04";NA;NA
"2014-02-12T15:41Z";"2014-02-12T15:51Z";"2014-02-12T16:15Z";"M2.1";32,1;"S10W04";"-10";"-04";NA;NA
"2014-02-13T01:32Z";"2014-02-13T01:40Z";"2014-02-13T01:50Z";"M1.8";31,8;"S12W09";"-12";"-09";NA;NA
"2014-02-13T02:41Z";"2014-02-13T02:51Z";"2014-02-13T03:04Z";"M1.0";31;"S11W10";"-11";"-10";NA;NA
"2014-02-13T05:49Z";"2014-02-13T06:07Z";"2014-02-13T06:13Z";"M1.7";31,7;"S11W11";"-11";"-11";NA;NA
"2014-02-13T08:05Z";"2014-02-13T08:12Z";"2014-02-13T08:19Z";"M1.8";31,8;"S11W11";"-11";"-11";NA;NA
"2014-02-13T15:45Z";"2014-02-13T15:57Z";"2014-02-13T16:06Z";"M1.4";31,4;"S11W16";"-11";"-16";NA;NA
"2014-02-14T02:40Z";"2014-02-14T02:53Z";"2014-02-14T02:57Z";"M2.3";32,3;"S11W24";"-11";"-24";NA;NA
"2014-02-14T12:29Z";"2014-02-14T12:40Z";"2014-02-14T12:45Z";"M1.6";31,6;"S14W35";"-14";"-35";NA;NA
"2014-02-14T13:21Z";"2014-02-14T13:28Z";"2014-02-14T13:39Z";"M1.1";31,1;"S12W30";"-12";"-30";NA;NA
"2014-02-14T16:33Z";"2014-02-14T16:39Z";"2014-02-14T16:42Z";"M1.0";31;"S12W39";"-12";"-39";NA;NA
"2014-02-23T05:50Z";"2014-02-23T06:09Z";"2014-02-23T06:36Z";"M1.1";31,1;"S16E88";"-16";"+88";NA;NA
"2014-02-25T00:41Z";"2014-02-25T00:49Z";"2014-02-25T01:03Z";"X4.9";44,9;"S15E77";"-15";"+77";NA;NA
"2014-02-26T14:52Z";"2014-02-26T15:01Z";"2014-02-26T15:10Z";"M1.1";31,1;"S12W45";"-12";"-45";NA;NA
"2014-02-28T00:44Z";"2014-02-28T00:48Z";"2014-02-28T00:50Z";"M1.1";31,1;"S22E52";"-22";"+52";NA;NA
"2014-03-08T23:26Z";"2014-03-08T23:41Z";"2014-03-08T00:30Z";"M1.4";31,4;"S18E64";"-18";"+64";NA;NA
"2014-03-09T13:52Z";"2014-03-09T13:58Z";"2014-03-09T14:05Z";"M1.0";31;"S19E54";"-19";"+54";NA;NA
"2014-03-09T20:13Z";"2014-03-09T20:28Z";"2014-03-09T20:35Z";"M1.0";31;"S18E53";"-18";"+53";NA;NA
"2014-03-10T00:19Z";"2014-03-10T00:26Z";"2014-03-10T00:33Z";"M1.1";31,1;"S18E51";"-18";"+51";NA;NA
"2014-03-10T15:21Z";"2014-03-10T15:28Z";"2014-03-10T15:32Z";"M1.7";31,7;"S17E41";"-17";"+41";NA;NA
"2014-03-10T22:45Z";"2014-03-10T23:00Z";"2014-03-10T23:12Z";"M1.4";31,4;"N14W49";"+14";"-49";NA;NA
"2014-03-11T03:44Z";"2014-03-11T03:50Z";"2014-03-11T03:56Z";"M3.5";33,5;"N14W52";"+14";"-52";NA;NA
"2014-03-11T11:59Z";"2014-03-11T12:07Z";"2014-03-11T12:17Z";"M1.7";31,7;"S28W90";"-28";"-90";NA;NA
"2014-03-12T10:55Z";"2014-03-12T11:05Z";"2014-03-12T11:11Z";"M2.5";32,5;"N14W70";"+14";"-70";NA;NA
"2014-03-12T22:28Z";"2014-03-12T22:34Z";"2014-03-12T22:39Z";"M9.3";39,3;"N14W76";"+14";"-76";NA;NA
"2014-03-13T19:03Z";"2014-03-13T19:19Z";"2014-03-13T19:30Z";"M1.2";31,2;"N15W87";"+15";"-87";NA;NA
"2014-03-20T03:42Z";"2014-03-20T03:56Z";"2014-03-20T04:08Z";"M1.7";31,7;"S12E36";"-12";"+36";NA;NA
"2014-03-22T06:58Z";"2014-03-22T07:02Z";"2014-03-22T07:05Z";"M1.1";31,1;"S09W69";"-09";"-69";NA;NA
"2014-03-28T19:04Z";"2014-03-28T19:18Z";"2014-03-28T19:27Z";"M2.0";32;"N10W20";"+10";"-20";NA;NA
"2014-03-28T23:44Z";"2014-03-28T23:51Z";"2014-03-29T00:05Z";"M2.6";32,6;"N10W22";"+10";"-22";NA;NA
"2014-03-29T17:36Z";"2014-03-29T17:48Z";"2014-03-29T17:54Z";"X1.0";41;"N10W32";"+10";"-32";NA;NA
"2014-03-30T11:48Z";"2014-03-30T11:55Z";"2014-03-30T12:02Z";"M2.1";32,1;"N10W42";"+10";"-42";NA;NA
"2014-03-31T07:20Z";"2014-03-31T08:07Z";"2014-03-31T08:18Z";"M1.4";31,4;"S13W76";"-13";"-76";NA;NA
"2014-04-02T13:18Z";"2014-04-02T14:05Z";"2014-04-02T14:28Z";"M6.5";36,5;"N12E53";"+12";"+53";NA;NA
"2014-04-16T19:54Z";"2014-04-16T19:59Z";"2014-04-16T20:04Z";"M1.0";31;"S14E09";"-14";"+09";NA;NA
"2014-04-18T12:31Z";"2014-04-18T13:03Z";"2014-04-18T13:20Z";"M7.3";37,3;"S18W29";"-18";"-29";NA;NA
"2014-04-22T05:25Z";"2014-04-22T05:47Z";"2014-04-22T06:06Z";"C3.6";23,6;"S10W20";"-10";"-20";NA;NA
"2014-04-25T00:17Z";"2014-04-25T00:27Z";"2014-04-25T00:38Z";"X1.3";41,3;"S14W29";"-14";"-29";NA;NA
"2014-05-06T08:40Z";"2014-05-06T09:03Z";"2014-05-06T09:24Z";"M1.8";31,8;"S13W87";"-13";"-87";NA;NA
"2014-05-06T22:01Z";"2014-05-06T22:09Z";"2014-05-06T22:20Z";"M1.0";31;"S09W91";"-09";"-91";NA;NA
"2014-05-07T16:07Z";"2014-05-07T16:29Z";"2014-05-07T13:03Z";"M1.2";31,2;"S12W90";"-12";"-90";NA;NA
"2014-05-08T09:59Z";"2014-05-08T10:07Z";"2014-05-08T10:18Z";"M5.2";35,2;"N05E55";"+05";"+55";NA;NA
"2014-05-24T18:26Z";"2014-05-24T18:35Z";"2014-05-24T18:44Z";"M1.3";31,3;"S18W65";"-18";"-65";NA;NA
"2014-06-03T03:58Z";"2014-06-03T04:09Z";"2014-06-03T04:17Z";"M1.3";31,3;"S06E30";"-06";"+30";NA;NA
"2014-06-06T19:28Z";"2014-06-06T19:31Z";"2014-06-06T19:36Z";"M1.4";31,4;"S12E25";"-12";"+25";NA;NA
"2014-06-10T06:20Z";"2014-06-10T06:28Z";"2014-06-10T06:44Z";"C2.4";22,4;"S12W25";"-12";"-25";NA;NA
"2014-06-10T06:59Z";"2014-06-10T07:00Z";"2014-06-10T07:10Z";"C1.7";21,7;"S12W25";"-12";"-25";NA;NA
"2014-06-10T08:19Z";"2014-06-10T08:42Z";"2014-06-10T08:46Z";"C3.9";23,9;"S20E90";"-20";"+90";NA;NA
"2014-06-10T10:04Z";"2014-06-10T10:17Z";"2014-06-10T10:44Z";"C5.0";25;"S20E90";"-20";"+90";NA;NA
"2014-06-10T11:38Z";"2014-06-10T11:42Z";"2014-06-10T11:47Z";"X2.2";42,2;"S18E85";"-18";"+85";NA;NA
"2014-06-10T12:38Z";"2014-06-10T12:52Z";"2014-06-10T13:07Z";"X1.5";41,5;"S19E89";"-19";"+89";NA;NA
"2014-06-11T05:30Z";"2014-06-11T05:34Z";"2014-06-11T05:36Z";"M1.8";31,8;"S12W35";"-12";"-35";NA;NA
"2014-06-11T08:00Z";"2014-06-11T08:09Z";"2014-06-11T08:15Z";"M3.0";33;"S18E68";"-18";"+68";NA;NA
"2014-06-11T08:59Z";"2014-06-11T09:06Z";"2014-06-11T09:10Z";"X1.0";41;"S18E66";"-18";"+66";NA;NA
"2014-06-11T20:53Z";"2014-06-11T21:03Z";"2014-06-11T21:10Z";"M3.9";33,9;"S18E59";"-18";"+59";NA;NA
"2014-06-12T04:14Z";"2014-06-12T04:21Z";"2014-06-12T04:32Z";"M2.0";32;"S18E55";"-18";"+55";NA;NA
"2014-06-12T09:24Z";"2014-06-12T09:37Z";"2014-06-12T09:44Z";"M1.8";31,8;"S18W48";"-18";"-48";NA;NA
"2014-06-12T10:14Z";"2014-06-12T10:21Z";"2014-06-12T10:45Z";"M2.7";32,7;"S18E52";"-18";"+52";NA;NA
"2014-06-12T18:03Z";"2014-06-12T18:13Z";"2014-06-12T18:23Z";"M1.3";31,3;"S18E47";"-18";"+47";NA;NA
"2014-06-12T19:56Z";"2014-06-12T20:03Z";"2014-06-12T20:05Z";"M1.1";31,1;"N18E05";"+18";"+05";NA;NA
"2014-06-12T21:01Z";"2014-06-12T21:13Z";"2014-06-12T21:19Z";"M1.0";31;"S18E46";"-18";"+46";NA;NA
"2014-06-12T21:39Z";"2014-06-12T22:16Z";"2014-06-12T22:52Z";"M3.1";33,1;"S23W58";"-23";"-58";NA;NA
"2014-06-13T07:49Z";"2014-06-13T07:56Z";"2014-06-13T07:59Z";"M2.6";32,6;"S18E39";"-18";"+39";NA;NA
"2014-06-14T19:25Z";"2014-06-14T19:29Z";"2014-06-14T19:34Z";"M1.4";31,4;"S10E90";"-10";"+90";NA;NA
"2014-06-15T11:10Z";"2014-06-15T11:39Z";"2014-06-15T11:50Z";"M1.1";31,1;"S19W91";"-19";"-91";NA;NA
"2014-06-15T23:44Z";"2014-06-16T00:01Z";"2014-06-15T00:17Z";"M1.0";31;"S20E08";"-20";"+08";NA;NA
"2014-07-01T11:04Z";"2014-07-01T11:23Z";"2014-07-01T11:50Z";"M1.4";31,4;"N12E60";"+12";"+60";NA;NA
"2014-07-08T16:08Z";"2014-07-08T16:20Z";"2014-07-08T16:30Z";"M6.5";36,5;"N12E56";"+12";"+56";NA;NA
"2014-07-09T00:20Z";"2014-07-09T00:26Z";"2014-07-09T00:33Z";"M1.2";31,2;"N08E50";"+08";"+50";NA;NA
"2014-07-10T22:30Z";"2014-07-10T22:34Z";"2014-07-10T22:37Z";"M1.5";31,5;"N15W85";"+15";"-85";NA;NA
"2014-07-31T11:01Z";"2014-07-31T11:14Z";"2014-07-31T11:21Z";"M2.5";32,5;"S10E51";"-10";"+51";NA;NA
"2014-08-01T14:46Z";"2014-08-01T14:48Z";"2014-08-01T14:57Z";"M2.0";32;"S10E35";"-10";"+35";NA;NA
"2014-08-01T18:00Z";"2014-08-01T18:12Z";"2014-08-01T18:48Z";"M1.5";31,5;"S09E13";"-09";"+13";NA;NA
"2014-08-21T13:19Z";"2014-08-21T13:31Z";"2014-08-21T13:31Z";"M3.4";33,4;"N11E90";"+11";"+90";NA;NA
"2014-08-22T06:18Z";"2014-08-22T06:28Z";"2014-08-22T06:24Z";"M1.2";31,2;"N09E76";"+09";"+76";NA;NA
"2014-08-24T12:00Z";"2014-08-24T12:17Z";"2014-08-24T12:25Z";"M5.9";35,9;"S07E64";"-07";"+64";NA;NA
"2014-08-25T14:46Z";"2014-08-25T15:10Z";"2014-08-25T15:11Z";"M2.0";32;"N06W39";"+06";"-39";NA;NA
"2014-08-25T20:06Z";"2014-08-25T20:21Z";"2014-08-25T20:29Z";"M3.9";33,9;"N07W43";"+07";"-43";NA;NA
"2014-09-03T13:20Z";"2014-09-03T13:53Z";"2014-09-03T13:54Z";"M2.5";32,5;"S15E87";"-15";"+87";NA;NA
"2014-09-06T16:50Z";"2014-09-06T17:09Z";"2014-09-06T17:22Z";"M1.1";31,1;"S15E52";"-15";"+52";NA;NA
"2014-09-08T23:12Z";"2014-09-09T00:28Z";"2014-09-09T01:30Z";"M4.6";34,6;"N14E31";"+14";"+31";NA;NA
"2014-09-10T17:21Z";"2014-09-10T17:45Z";"2014-09-10T18:20Z";"X1.6";41,6;"N15E05";"+15";"+05";NA;NA
"2014-09-11T15:20Z";"2014-09-11T15:25Z";"2014-09-11T15:31Z";"M2.1";32,1;"N15E88";"+15";"+88";NA;NA
"2014-09-11T21:24Z";"2014-09-11T21:26Z";"2014-09-11T21:30Z";"M1.4";31,4;"N14E88";"+14";"+88";NA;NA
"2014-09-14T02:03Z";"2014-09-14T02:16Z";"2014-09-14T02:36Z";"M1.5";31,5;"S14W49";"-14";"-49";NA;NA
"2014-09-18T08:37Z";"2014-09-18T08:41Z";"2014-09-18T08:53Z";"M1.2";31,2;"N04E69";"+04";"+69";NA;NA
"2014-09-23T23:02Z";"2014-09-23T23:15Z";"2014-09-23T23:28Z";"M2.3";32,3;"S30W35";"-30";"-35";NA;NA
"2014-09-27T08:32Z";"2014-09-27T08:37Z";"2014-09-27T08:40Z";"M1.0";31;"N2E90";"+2";"+90";NA;NA
"2014-09-28T02:39Z";"2014-09-28T02:58Z";"2014-09-28T03:19Z";"M5.1";35,1;"S11W17";"-11";"-17";NA;NA
"2014-09-28T16:34Z";"2014-09-28T17:33Z";"2014-09-28T18:00Z";"M1.0";31;"S17W40";"-17";"-40";NA;NA
"2014-10-02T17:10Z";"2014-10-02T17:44Z";"2014-10-02T18:15Z";"M1.5";31,5;"S09W79";"-09";"-79";NA;NA
"2014-10-02T18:49Z";"2014-10-02T19:01Z";"2014-10-02T19:14Z";"M7.3";37,3;"S14W88";"-14";"-88";NA;NA
"2014-10-09T01:30Z";"2014-10-09T01:43Z";"2014-10-09T01:47Z";"M1.3";31,3;"S16W44";"-16";"-44";NA;NA
"2014-10-09T01:54Z";"2014-10-09T01:58Z";"2014-10-09T02:02Z";"M1.4";31,4;"S16W45";"-16";"-45";NA;NA
"2014-10-09T06:48Z";"2014-10-09T06:59Z";"2014-10-09T07:06Z";"M1.2";31,2;"S16W48";"-16";"-48";NA;NA
